Number of signatures = 1
Signatures at phi=0.0
Number of points = 956
  202.293334    0.000000
  202.334510   -0.000000
  202.375686    0.000000
  202.416862   -0.000000
  202.458037    0.000000
  202.499213   -0.000000
  202.540389    0.000000
  202.581564   -0.000000
  202.622740    0.000000
  202.663916   -0.000000
  202.705092   -0.000000
  202.746267    0.000000
  202.787443   -0.000000
  202.828619    0.000000
  202.869795   -0.000000
  202.910970    0.000000
  202.952146   -0.000000
  202.993322    0.000000
  203.034498    0.000000
  203.075673   -0.000000
  203.116849    0.000000
  203.158025   -0.000000
  203.199201    0.000000
  203.240376   -0.000000
  203.281552    0.000000
  203.322728   -0.000000
  203.363903    0.000000
  203.405079   -0.000000
  203.446255   -0.000000
  203.487431    0.000000
  203.528606   -0.000000
  203.569782    0.000000
  203.610958   -0.000000
  203.652134    0.000000
  203.693309   -0.000000
  203.734485    0.000000
  203.775661   -0.000000
  203.816837   -0.000000
  203.858012    0.000000
  203.899188   -0.000000
  203.940364    0.000000
  203.981539   -0.000000
  204.022715    0.000000
  204.063891   -0.000000
  204.105067    0.000000
  204.146242   -0.000000
  204.187418   -0.000000
  204.228594    0.000000
  204.269770   -0.000000
  204.310945    0.000000
  204.352121   -0.000000
  204.393297    0.000000
  204.434473   -0.000000
  204.475648    0.000000
  204.516824   -0.000000
  204.558000   -0.000000
  204.599175    0.000000
  204.640351   -0.000000
  204.681527    0.000000
  204.722703   -0.000000
  204.763878    0.000000
  204.805054   -0.000000
  204.846230    0.000000
  204.887406    0.000000
  204.928581   -0.000000
  204.969757    0.000000
  205.010933   -0.000000
  205.052109    0.000000
  205.093284   -0.000000
  205.134460    0.000000
  205.175636   -0.000000
  205.216812    0.000000
  205.257987   -0.000000
  205.299163   -0.000000
  205.340339    0.000000
  205.381514   -0.000000
  205.422690    0.000000
  205.463866   -0.000000
  205.505042    0.000001
  205.546217   -0.000004
  205.587393    0.000054
  205.628569    0.000173
  205.669745    0.000243
  205.710920    0.000301
  205.752096    0.000347
  205.793272    0.000389
  205.834448    0.000426
  205.875623    0.000461
  205.916799    0.000494
  205.957975    0.000523
  205.999150    0.000549
  206.040326    0.000575
  206.081502    0.000600
  206.122678    0.000624
  206.163853    0.000644
  206.205029    0.000656
  206.246205    0.000671
  206.287381    0.000686
  206.328556    0.000698
  206.369732    0.000707
  206.410908    0.000714
  206.452084    0.000720
  206.493259    0.000724
  206.534435    0.000724
  206.575611    0.000727
  206.616786    0.000722
  206.657962    0.000723
  206.699138    0.000728
